nome,lat,lon
AV NS 02 COM AV LO 08,-10.172964,-48.330571
AV NS 02 COM AV LO 08,-10.17291,-48.330557
AV NS 02 COM AV LO 08,-10.17311,-48.329759
AV NS 02 COM AV LO 08,-10.172693,-48.32994
AV NS 02 COM AV LO 08,-10.172832,-48.330523
AV NS 02 COM AV LO 08,-10.172638,-48.330071
AV NS 02 COM AV LO 08,-10.172638,-48.330071
AV NS 02 COM AV LO 09,-10.204903,-48.330025
AV NS 02 COM AV LO 09,-10.204767,-48.329786
AV NS 02 COM AV LO 09,-10.20449,-48.329687
AV NS 02 COM AV LO 09,-10.20458,-48.330504
AV NS 02 COM AV LO 09,-10.204496,-48.330511
AV NS 02 COM AV LO 09,-10.204429,-48.329693
AV NS 02 COM AV LO 09,-10.204096,-48.330032
AV NS 02 COM AV LO 09,-10.20444,-48.330508
AV NS 02 COM AV LO 09,-10.204233,-48.330413
AV NS 02 COM AV LO 09,-10.204091,-48.330103
AV NS 02 COM AV LO 11,-10.211195,-48.329974
AV NS 02 COM AV LO 11,-10.211065,-48.32974
AV NS 02 COM AV LO 11,-10.210778,-48.329636
AV NS 02 COM AV LO 11,-10.210866,-48.330455
AV NS 02 COM AV LO 11,-10.210784,-48.33046
AV NS 02 COM AV LO 11,-10.210719,-48.329642
AV NS 02 COM AV LO 11,-10.210389,-48.329981
AV NS 02 COM AV LO 11,-10.210726,-48.330456
AV NS 02 COM AV LO 11,-10.2105,-48.330337
AV NS 02 COM AV LO 11,-10.21039,-48.330122
AV NS 02 COM AV LO 12,-10.168534,-48.326643
AV NS 02 COM AV LO 12,-10.168301,-48.326735
AV NS 02 COM AV LO 12,-10.16807,-48.32668
AV NS 02 COM AV LO 12,-10.168627,-48.326533
AV NS 02 COM AV LO 12,-10.168589,-48.326063
AV NS 02 COM AV LO 12,-10.168486,-48.325974
AV NS 02 COM AV LO 12,-10.168019,-48.326007
AV NS 02 COM AV LO 12,-10.16796,-48.326584
AV NS 02 COM AV LO 12,-10.167927,-48.326114
AV NS 02 COM AV LO 12,-10.16796,-48.326584
AV NS 02 COM AV LO 13,-10.21803,-48.329919
AV NS 02 COM AV LO 13,-10.21792,-48.329704
AV NS 02 COM AV LO 13,-10.217608,-48.329581
AV NS 02 COM AV LO 13,-10.217701,-48.330399
AV NS 02 COM AV LO 13,-10.217614,-48.330404
AV NS 02 COM AV LO 13,-10.217554,-48.329586
AV NS 02 COM AV LO 13,-10.217224,-48.329925
AV NS 02 COM AV LO 13,-10.217561,-48.3304
AV NS 02 COM AV LO 13,-10.217361,-48.330306
AV NS 02 COM AV LO 13,-10.217219,-48.329995
AV NS 02 COM AV LO 14,-10.16464,-48.322639
AV NS 02 COM AV LO 14,-10.164639,-48.323164
AV NS 02 COM AV LO 14,-10.164606,-48.322603
AV NS 02 COM AV LO 14,-10.164117,-48.323257
AV NS 02 COM AV LO 14,-10.164075,-48.323227
AV NS 02 COM AV LO 14,-10.164534,-48.322546
AV NS 02 COM AV LO 14,-10.164065,-48.322583
AV NS 02 COM AV LO 14,-10.164007,-48.323162
AV NS 02 COM AV LO 14,-10.163973,-48.32269
AV NS 02 COM AV LO 14,-10.164007,-48.323162
AV NS 02 COM AV LO 15,-10.224322,-48.329867
AV NS 02 COM AV LO 15,-10.224213,-48.329653
AV NS 02 COM AV LO 15,-10.223896,-48.32953
AV NS 02 COM AV LO 15,-10.223847,-48.329535
AV NS 02 COM AV LO 15,-10.223511,-48.329943
AV NS 02 COM AV LO 15,-10.224324,-48.330009
AV NS 02 COM AV LO 15,-10.224324,-48.330009
AV NS 02 COM AV LO 15,-10.223853,-48.330349
AV NS 02 COM AV LO 15,-10.223659,-48.330259
AV NS 02 COM AV LO 15,-10.223511,-48.329943
AV NS 02 COM AV LO 19,-10.230146,-48.330298
AV NS 02 COM AV LO 19,-10.230615,-48.329816
AV NS 02 COM AV LO 19,-10.230279,-48.329483
AV NS 02 COM AV LO 19,-10.230616,-48.329958
AV NS 02 COM AV LO 19,-10.230527,-48.330154
AV NS 02 COM AV LO 19,-10.230286,-48.330297
AV NS 02 COM AV LO 19,-10.230139,-48.329484
AV NS 02 COM AV LO 19,-10.229804,-48.329891
AV NS 02 COM AV LO 19,-10.229946,-48.330203
AV NS 02 COM AV LO 19,-10.229804,-48.329891
AV NS 02 COM AV LO 21,-10.236914,-48.329832
AV NS 02 COM AV LO 21,-10.236793,-48.329545
AV NS 02 COM AV LO 21,-10.236472,-48.329428
AV NS 02 COM AV LO 21,-10.236578,-48.330245
AV NS 02 COM AV LO 21,-10.236479,-48.33025
AV NS 02 COM AV LO 21,-10.236432,-48.329433
AV NS 02 COM AV LO 21,-10.236101,-48.329771
AV NS 02 COM AV LO 21,-10.236438,-48.330246
AV NS 02 COM AV LO 21,-10.236234,-48.330148
AV NS 02 COM AV LO 21,-10.236103,-48.329914
AV NS 02 COM AV LO 23,-10.2432,-48.329714
AV NS 02 COM AV LO 23,-10.243064,-48.329474
AV NS 02 COM AV LO 23,-10.24276,-48.329378
AV NS 02 COM AV LO 23,-10.242871,-48.330194
AV NS 02 COM AV LO 23,-10.242767,-48.330198
AV NS 02 COM AV LO 23,-10.242724,-48.329381
AV NS 02 COM AV LO 23,-10.242394,-48.32972
AV NS 02 COM AV LO 23,-10.242731,-48.330195
AV NS 02 COM AV LO 23,-10.24251,-48.330081
AV NS 02 COM AV LO 23,-10.242389,-48.329787
AV NS 02 COM AV LO 25,-10.249163,-48.330143
AV NS 02 COM AV LO 25,-10.249055,-48.330146
AV NS 02 COM AV LO 25,-10.249492,-48.329662
AV NS 02 COM AV LO 25,-10.249157,-48.329329
AV NS 02 COM AV LO 25,-10.249494,-48.329804
AV NS 02 COM AV LO 25,-10.249017,-48.32933
AV NS 02 COM AV LO 25,-10.248686,-48.329669
AV NS 02 COM AV LO 25,-10.249023,-48.330144
AV NS 02 COM AV LO 25,-10.248797,-48.330025
AV NS 02 COM AV LO 25,-10.248681,-48.329735
AV NS 02 COM AV LO 27,-10.255791,-48.329677
AV NS 02 COM AV LO 27,-10.255675,-48.329396
AV NS 02 COM AV LO 27,-10.255336,-48.329276
AV NS 02 COM AV LO 27,-10.255456,-48.330091
AV NS 02 COM AV LO 27,-10.255343,-48.330094
AV NS 02 COM AV LO 27,-10.255309,-48.329278
AV NS 02 COM AV LO 27,-10.254979,-48.329617
AV NS 02 COM AV LO 27,-10.255316,-48.330092
AV NS 02 COM AV LO 27,-10.255121,-48.330003
AV NS 02 COM AV LO 27,-10.25498,-48.329759
AV NS 02 COM AV LO 29,-10.262077,-48.329559
AV NS 02 COM AV LO 29,-10.261947,-48.329325
AV NS 02 COM AV LO 29,-10.261624,-48.329225
AV NS 02 COM AV LO 29,-10.261748,-48.33004
AV NS 02 COM AV LO 29,-10.261631,-48.330043
AV NS 02 COM AV LO 29,-10.261602,-48.329227
AV NS 02 COM AV LO 29,-10.261271,-48.329566
AV NS 02 COM AV LO 29,-10.261608,-48.330041
AV NS 02 COM AV LO 29,-10.261414,-48.329951
AV NS 02 COM AV LO 29,-10.261266,-48.329631
AV NS 02 COM AV LO 31,-10.268376,-48.329572
AV NS 02 COM AV LO 31,-10.26826,-48.329293
AV NS 02 COM AV LO 31,-10.267912,-48.329174
AV NS 02 COM AV LO 31,-10.268041,-48.329988
AV NS 02 COM AV LO 31,-10.267919,-48.329991
AV NS 02 COM AV LO 31,-10.267894,-48.329176
AV NS 02 COM AV LO 31,-10.267564,-48.329514
AV NS 02 COM AV LO 31,-10.267901,-48.329989
AV NS 02 COM AV LO 31,-10.267695,-48.32989
AV NS 02 COM AV LO 31,-10.267565,-48.329656
AV NS 02 COM AV LO 33,-10.273333,-48.329467
AV NS 02 COM AV LO 33,-10.273197,-48.329228
AV NS 02 COM AV LO 33,-10.272872,-48.329133
AV NS 02 COM AV LO 33,-10.273004,-48.329948
AV NS 02 COM AV LO 33,-10.272879,-48.32995
AV NS 02 COM AV LO 33,-10.272857,-48.329135
AV NS 02 COM AV LO 33,-10.272527,-48.329474
AV NS 02 COM AV LO 33,-10.272864,-48.329949
AV NS 02 COM AV LO 33,-10.272638,-48.32983
AV NS 02 COM AV LO 33,-10.272528,-48.329615
AV NS 02 COM AV NS 05,-10.161515,-48.320458
AV NS 02 COM AV NS 05,-10.161609,-48.320151
AV NS 02 COM AV NS 05,-10.161485,-48.319891
AV NS 02 COM AV NS 05,-10.160985,-48.320551
AV NS 02 COM AV NS 05,-10.160946,-48.320522
AV NS 02 COM AV NS 05,-10.161417,-48.319836
AV NS 02 COM AV NS 05,-10.160934,-48.319867
AV NS 02 COM AV NS 05,-10.160876,-48.320456
AV NS 02 COM AV NS 05,-10.160842,-48.319973
AV NS 02 COM AV NS 05,-10.160876,-48.320456
AV NS 03 COM AV JK,-10.184721,-48.342194
AV NS 03 COM AV JK,-10.184964,-48.342435
AV NS 03 COM AV JK,-10.184966,-48.342576
AV NS 03 COM AV JK,-10.184878,-48.342738
AV NS 03 COM AV JK,-10.184707,-48.342826
AV NS 03 COM AV JK,-10.184581,-48.342196
AV NS 03 COM AV JK,-10.184342,-48.342443
AV NS 03 COM AV JK,-10.184645,-48.34283
AV NS 03 COM AV JK,-10.184336,-48.342504
AV NS 03 COM AV LO 01,-10.188822,-48.342468
AV NS 03 COM AV LO 01,-10.188575,-48.342157
AV NS 03 COM AV LO 01,-10.188815,-48.342537
AV NS 03 COM AV LO 01,-10.1883,-48.342711
AV NS 03 COM AV LO 01,-10.188815,-48.342537
AV NS 03 COM AV LO 01,-10.188489,-48.34215
AV NS 03 COM AV LO 01,-10.188196,-48.342401
