nome,lat,lon
AV. NS 2,-10.258644,-48.329729
AV. NS 2,-10.258383,-48.329731
AV. NS 2,-10.253372,-48.329631
AV. NS 2,-10.252068,-48.329504
AV. NS 2,-10.249492,-48.329662
AV. NS 2,-10.252352,-48.32978
AV. NS 2,-10.249494,-48.329804
AV. NS 2,-10.248686,-48.329669
AV. NS 2,-10.2432,-48.329714
AV. NS 2,-10.248687,-48.32981
AV. NS 2,-10.245798,-48.329834
AV. NS 2,-10.242394,-48.32972
AV. NS 2,-10.239828,-48.329604
AV. NS 2,-10.23859,-48.329748
AV. NS 2,-10.239775,-48.329883
AV. NS 2,-10.239498,-48.329885
AV. NS 2,-10.225989,-48.329852
AV. NS 2,-10.234495,-48.329785
AV. NS 2,-10.23319,-48.329658
AV. NS 2,-10.23319,-48.329658
AV. NS 2,-10.23351,-48.329934
AV. NS 2,-10.230616,-48.329958
AV. NS 2,-10.229809,-48.329823
AV. NS 2,-10.22981,-48.329964
AV. NS 2,-10.226935,-48.329988
AV. NS 2,-10.220948,-48.329758
AV. NS 2,-10.220606,-48.329761
AV. NS 2,-10.219712,-48.329902
AV. NS 2,-10.22097,-48.330036
AV. NS 2,-10.220616,-48.330039
AV. NS 2,-10.215346,-48.329941
AV. NS 2,-10.214387,-48.329811
AV. NS 2,-10.214039,-48.329814
AV. NS 2,-10.214372,-48.33009
AV. NS 2,-10.211196,-48.330116
AV. NS 2,-10.210389,-48.329981
AV. NS 2,-10.207475,-48.329868
AV. NS 2,-10.207782,-48.330144
AV. NS 2,-10.207494,-48.330146
AV. NS 2,-10.204096,-48.330032
AV. NS 2,-10.202805,-48.330184
AV. NS 2,-10.200069,-48.330065
AV. NS 2,-10.198122,-48.330081
AV. NS 2,-10.195021,-48.329969
AV. NS 2,-10.195021,-48.329969
AV. NS 2,-10.193783,-48.330112
AV. NS 2,-10.195013,-48.330247
AV. NS 2,-10.194677,-48.33025
AV. NS 2,-10.174781,-48.33027
AV. NS 2,-10.191566,-48.330134
AV. NS 2,-10.189412,-48.330151
AV. NS 2,-10.191567,-48.330275
AV. NS 2,-10.18731,-48.330168
AV. NS 2,-10.185615,-48.330182
AV. NS 2,-10.184134,-48.330194
AV. NS 2,-10.181089,-48.330219
AV. NS 2,-10.187327,-48.33031
AV. NS 2,-10.187128,-48.330311
AV. NS 2,-10.186365,-48.330317
AV. NS 2,-10.1858,-48.330322
AV. NS 2,-10.184941,-48.330329
AV. NS 2,-10.183277,-48.330343
AV. NS 2,-10.183277,-48.330343
AV. NS 2,-10.181949,-48.330353
AV. NS 2,-10.181949,-48.330353
AV. NS 2,-10.179662,-48.33023
AV. NS 2,-10.179662,-48.33023
AV. NS 2,-10.17751,-48.330389
AV. NS 2,-10.176089,-48.330401
AV. NS 2,-10.175131,-48.330409
AV. NS 2,-10.176702,-48.330254
AV. NS 2,-10.174754,-48.330412
AV. NS 2,-10.174754,-48.330412
AV. NS 2,-10.172197,-48.329625
AV. NS 2,-10.170868,-48.328301
AV. NS 2,-10.170603,-48.32807
AV. NS 2,-10.171005,-48.328784
AV. NS 2,-10.170665,-48.328489
AV. NS 2,-10.170665,-48.328489
AV. NS 2,-10.170182,-48.32807
AV. NS 2,-10.167136,-48.325234
AV. NS 2,-10.166306,-48.324341
AV. NS 2,-10.164677,-48.323111
AV. NS 2,-10.167223,-48.325503
AV. NS 2,-10.166365,-48.324765
AV. NS 2,-10.165286,-48.32383
AV. NS 2,-10.165286,-48.32383
AV. NS 2,-10.162941,-48.321428
AV. NS 2,-10.162791,-48.321298
AV. NS 2,-10.161552,-48.320406
AV. NS 2,-10.162699,-48.321585
AV. NS 2,-10.162699,-48.321585
AV. NS 2,-10.161461,-48.320513
AV. NS 2,-10.157989,-48.317315
AV. NS 2,-10.159408,-48.318731
AV. NS 2,-10.159408,-48.318731
AV. NS 3,-10.174813,-48.342659
AV. NS 3,-10.191061,-48.342374
AV. NS 3,-10.189529,-48.34239
AV. NS 3,-10.191776,-48.342506
AV. NS 3,-10.186224,-48.342563
AV. NS 3,-10.188196,-48.342401
AV. NS 3,-10.184964,-48.342435
AV. NS 3,-10.186224,-48.342563
AV. NS 3,-10.183575,-48.342451
AV. NS 3,-10.183575,-48.342451
AV. NS 3,-10.179778,-48.34249
AV. NS 3,-10.179778,-48.34249
AV. NS 3,-10.181113,-48.342614
AV. NS 3,-10.177534,-48.342653
AV. NS 3,-10.176164,-48.342648
AV. NS 3,-10.175434,-48.342512
AV. NS 3,-10.173292,-48.342575
AV. NS 3,-10.173236,-48.342423
AV. NS 3,-10.168326,-48.341042
AV. NS 3,-10.167928,-48.340937
AV. NS 3,-10.168223,-48.341397
AV. NS 3,-10.167826,-48.341292
AV. NS 3,-10.166981,-48.340951
AV. NS 3,-10.163697,-48.339856
AV. NS 3,-10.162687,-48.339072
AV. NS 3,-10.162687,-48.339072
AV. NS 3,-10.164694,-48.340347
AV. NS 3,-10.162469,-48.339369
AV. NS 4,-10.255649,-48.324135
AV. NS 4,-10.245698,-48.324102
AV. NS 4,-10.259598,-48.324102
AV. NS 4,-10.258283,-48.323999
AV. NS 4,-10.261321,-48.32423
AV. NS 4,-10.25565,-48.324276
AV. NS 4,-10.252401,-48.324047
AV. NS 4,-10.25199,-48.324051
AV. NS 4,-10.25114,-48.324169
AV. NS 4,-10.253245,-48.324298
AV. NS 4,-10.252394,-48.324417
AV. NS 4,-10.251983,-48.32442
AV. NS 4,-10.246109,-48.324099
AV. NS 4,-10.244847,-48.324221
AV. NS 4,-10.246952,-48.32435
AV. NS 4,-10.245691,-48.324472
AV. NS 4,-10.243065,-48.324379
AV. NS 4,-10.239816,-48.32415
AV. NS 4,-10.236771,-48.324289
AV. NS 4,-10.239809,-48.32452
AV. NS 4,-10.239398,-48.324523
AV. NS 4,-10.238494,-48.324416
AV. NS 4,-10.225908,-48.324519
AV. NS 4,-10.219679,-48.324426
AV. NS 4,-10.234428,-48.324308
AV. NS 4,-10.233524,-48.324202
AV. NS 4,-10.230479,-48.324341
AV. NS 4,-10.233517,-48.324571
AV. NS 4,-10.23048,-48.324482
AV. NS 4,-10.229857,-48.324346
AV. NS 4,-10.227232,-48.324253
AV. NS 4,-10.22597,-48.324375
AV. NS 4,-10.228075,-48.324504
AV. NS 4,-10.226813,-48.324626
AV. NS 4,-10.220939,-48.324304
AV. NS 4,-10.220932,-48.324674
AV. NS 4,-10.220521,-48.324677
AV. NS 4,-10.219617,-48.324571
AV. NS 4,-10.215279,-48.324465
AV. NS 4,-10.214375,-48.324358
AV. NS 4,-10.213964,-48.324361
AV. NS 4,-10.217273,-48.32459
AV. NS 4,-10.213957,-48.324731
AV. NS 4,-10.208835,-48.324517
AV. NS 4,-10.205752,-48.324542
AV. NS 4,-10.208214,-48.324664
AV. NS 4,-10.202197,-48.324713
AV. NS 4,-10.205752,-48.324542
AV. NS 4,-10.197986,-48.324605
AV. NS 4,-10.199716,-48.324733
AV. NS 4,-10.195828,-48.324619
AV. NS 4,-10.19501,-48.324516
AV. NS 4,-10.192236,-48.324652
AV. NS 4,-10.195002,-48.324885
AV. NS 4,-10.192237,-48.324794
AV. NS 4,-10.175631,-48.324929
AV. NS 4,-10.190902,-48.324802
AV. NS 4,-10.18937,-48.324815
AV. NS 4,-10.191614,-48.324657
AV. NS 4,-10.187268,-48.324834
AV. NS 4,-10.187268,-48.324834
AV. NS 4,-10.183416,-48.324863
AV. NS 4,-10.183416,-48.324863
AV. NS 4,-10.180951,-48.324746
AV. NS 4,-10.177373,-48.324773
AV. NS 4,-10.178087,-48.324908
AV. NS 4,-10.178087,-48.324908
AV. NS 4,-10.176752,-48.32492
AV. NS 4,-10.175635,-48.324787
AV. NS 4,-10.170975,-48.323368
AV. NS 4,-10.173606,-48.324846
AV. NS 5,-10.258837,-48.343462
AV. NS 5,-10.258426,-48.343465
AV. NS 5,-10.257524,-48.343358
AV. NS 5,-10.215431,-48.343558
AV. NS 5,-10.20665,-48.343771
AV. NS 5,-10.259751,-48.343199
AV. NS 5,-10.258433,-48.343095
AV. NS 5,-10.258433,-48.343095
AV. NS 5,-10.252554,-48.343143
AV. NS 5,-10.249509,-48.343282
AV. NS 5,-10.252547,-48.343513
AV. NS 5,-10.252136,-48.343516
AV. NS 5,-10.251228,-48.343409
AV. NS 5,-10.247167,-48.343301
AV. NS 5,-10.245851,-48.343198
AV. NS 5,-10.243217,-48.343333
AV. NS 5,-10.248888,-48.343429
AV. NS 5,-10.243218,-48.343475
AV. NS 5,-10.239918,-48.34336
AV. NS 5,-10.239918,-48.34336
AV. NS 5,-10.239931,-48.343638
AV. NS 5,-10.239583,-48.343641
AV. NS 5,-10.238624,-48.343512
AV. NS 5,-10.236302,-48.343389
AV. NS 5,-10.228256,-48.343317
AV. NS 5,-10.228256,-48.343317
AV. NS 5,-10.227002,-48.343462
AV. NS 5,-10.225815,-48.343474
AV. NS 5,-10.228218,-48.343596
AV. NS 5,-10.225212,-48.343621
AV. NS 5,-10.225212,-48.343621
AV. NS 5,-10.221995,-48.343505
AV. NS 5,-10.22068,-48.343402
AV. NS 5,-10.218046,-48.343537
AV. NS 5,-10.221084,-48.343768
AV. NS 5,-10.218047,-48.343679
AV. NS 5,-10.214527,-48.343452
AV. NS 5,-10.213266,-48.343574
AV. NS 5,-10.215371,-48.343702
AV. NS 5,-10.214519,-48.343822
AV. NS 5,-10.211212,-48.343734
AV. NS 5,-10.210589,-48.343597
AV. NS 5,-10.207553,-48.343506
AV. NS 5,-10.207952,-48.343872
AV. NS 5,-10.20755,-48.343875
AV. NS 5,-10.201528,-48.343671
AV. NS 5,-10.204298,-48.34379
AV. NS 5,-10.198139,-48.34384
AV. NS 5,-10.195056,-48.344231
AV. NS 5,-10.19472,-48.344386
AV. NS 5,-10.192399,-48.345114
AV. NS 5,-10.195958,-48.344098
AV. NS 5,-10.195216,-48.344563
AV. NS 5,-10.187146,-48.346642
AV. NS 5,-10.184361,-48.347145
AV. NS 5,-10.174848,-48.34708
AV. NS 5,-10.170165,-48.34726
AV. NS 5,-10.156507,-48.325595
AV. NS 5,-10.154934,-48.32753
AV. NS 5,-10.1924,-48.345255
AV. NS 5,-10.188921,-48.345691
AV. NS 5,-10.188568,-48.345826
AV. NS 5,-10.187789,-48.346243
AV. NS 5,-10.18635,-48.346795
AV. NS 5,-10.189051,-48.346037
AV. NS 5,-10.191778,-48.34526
AV. NS 5,-10.188667,-48.346184
AV. NS 5,-10.187355,-48.346562
AV. NS 5,-10.186141,-48.346873
AV. NS 5,-10.18436,-48.347004
AV. NS 5,-10.17755,-48.347059
AV. NS 5,-10.176928,-48.347064
AV. NS 5,-10.17547,-48.347075
AV. NS 5,-10.17302,-48.347237
AV. NS 5,-10.17311,-48.347094
AV. NS 5,-10.170164,-48.347118
AV. NS 5,-10.16744,-48.347026
AV. NS 5,-10.166178,-48.347148
AV. NS 5,-10.166118,-48.347292
AV. NS 5,-10.160985,-48.320551
AV. NS 5,-10.159341,-48.32269
AV. NS 5,-10.158994,-48.323099
AV. NS 5,-10.158296,-48.323871
AV. NS 5,-10.162229,-48.347327
AV. NS 5,-10.161812,-48.347258
AV. NS 5,-10.159627,-48.346084
AV. NS 5,-10.161902,-48.3469
AV. NS 5,-10.161517,-48.346792
AV. NS 5,-10.160613,-48.346542
AV. NS 5,-10.158003,-48.343755
AV. NS 5,-10.156365,-48.341496
AV. NS 5,-10.15973,-48.321644
AV. NS 5,-10.15973,-48.321644
AV. NS 5,-10.155455,-48.327385
AV. NS 5,-10.155455,-48.327385
AV. NS 5,-10.154718,-48.328459
AV. NS 5,-10.155266,-48.339832
AV. NS 5,-10.154642,-48.338687
AV. NS 5,-10.153569,-48.332459
AV. NS 5,-10.154464,-48.338294
AV. NS 5,-10.153519,-48.334166
AV. NS 5,-10.158861,-48.322617
AV. NS 5,-10.158028,-48.323645
AV. NS 5,-10.159547,-48.34602
AV. NS 5,-10.159444,-48.345937
AV. NS 5,-10.156249,-48.341575
AV. NS 5,-10.155903,-48.341053
AV. NS 5,-10.154377,-48.338782
AV. NS 5,-10.153508,-48.33547
AV. NS 5,-10.153508,-48.33547
AV. NS 5,-10.15329,-48.33243
AV. NS 5,-10.153489,-48.335348
AV. NS 5B,-10.267803,-48.34788
AV. NS 5B,-10.264764,-48.347791
AV. NS 5B,-10.263915,-48.34791
AV. NS 5B,-10.266021,-48.348039
AV. NS 5B,-10.265167,-48.348157
AV. NS 5B,-10.264756,-48.348161
AV. NS 5B,-10.26151,-48.347931
AV. NS 5B,-10.255839,-48.347977
AV. NS 5B,-10.261511,-48.348073
AV. NS 5B,-10.258875,-48.348208
AV. NS 5B,-10.257562,-48.348105
AV. NS 5B,-10.253496,-48.347996
AV. NS 5B,-10.252181,-48.347893
AV. NS 5B,-10.249547,-48.348029
AV. NS 5B,-10.255219,-48.348124
AV. NS 5B,-10.249548,-48.34817
AV. NS 5B,-10.248925,-48.348034
AV. NS 5B,-10.245888,-48.347944
AV. NS 5B,-10.245039,-48.348063
AV. NS 5B,-10.247143,-48.348192
AV. NS 5B,-10.245882,-48.348314
AV. NS 5B,-10.245882,-48.348314
AV. NS 5B,-10.24118,-48.347956
AV. NS 5B,-10.24004,-48.34729
AV. NS 5B,-10.238063,-48.346616
AV. NS 5B,-10.234629,-48.346598
AV. NS 5B,-10.233669,-48.346468
AV. NS 5B,-10.233322,-48.346471
AV. NS 5B,-10.239942,-48.347551
AV. NS 5B,-10.239621,-48.3474
AV. NS 5B,-10.236951,-48.34672
AV. NS 5B,-10.233658,-48.346747
AV. NS 5B,-10.230658,-48.346771
AV. NS 6,-10.200145,-48.319129
AV. NS 6,-10.199746,-48.319047
AV. NS 6,-10.201668,-48.320032
AV. NS 6,-10.201591,-48.320151
AV. NS 6,-10.199673,-48.31941
AV. NS 6,-10.194962,-48.31904
AV. NS 6,-10.194962,-48.31904
AV. NS 6,-10.193695,-48.319162
AV. NS 6,-10.195803,-48.319291
AV. NS 6,-10.194952,-48.31941
AV. NS 6,-10.192193,-48.319318
AV. NS 6,-10.19157,-48.319182
AV. NS 6,-10.184761,-48.319237
AV. NS 6,-10.188499,-48.319462
AV. NS 6,-10.188499,-48.319462
AV. NS 6,-10.187189,-48.319359
AV. NS 6,-10.181712,-48.319262
AV. NS 6,-10.180808,-48.319155
AV. NS 6,-10.177329,-48.319298
AV. NS 6,-10.180801,-48.319525
AV. NS 6,-10.18039,-48.319528
AV. NS 6,-10.176707,-48.319303
AV. NS 6,-10.176708,-48.319444
AV. NS 6,-10.175933,-48.319309
AV. NS 6,-10.172593,-48.319238
AV. NS 6,-10.172036,-48.318934
AV. NS 6,-10.17027,-48.318327
AV. NS 6,-10.169024,-48.318099
AV. NS 6,-10.171013,-48.318804
AV. NS 6,-10.169796,-48.318584
AV. NS 6,-10.168005,-48.31797
AV. NS 6,-10.167443,-48.317666
AV. NS 6,-10.163662,-48.31662
AV. NS 6,-10.165617,-48.317426
AV. NS 6,-10.16535,-48.317353
AV. NS 6,-10.164521,-48.31701
AV. NS 7,-10.243292,-48.352785
AV. NS 7,-10.258919,-48.352403
AV. NS 7,-10.2076,-48.349438
AV. NS 7,-10.258919,-48.352403
AV. NS 7,-10.257659,-48.352525
AV. NS 7,-10.259764,-48.352654
AV. NS 7,-10.258911,-48.352773
AV. NS 7,-10.2585,-48.352776
AV. NS 7,-10.252626,-48.352454
AV. NS 7,-10.252215,-48.352457
AV. NS 7,-10.252619,-48.352824
AV. NS 7,-10.252619,-48.352824
AV. NS 7,-10.251306,-48.35272
AV. NS 7,-10.247241,-48.352612
AV. NS 7,-10.246336,-48.352505
AV. NS 7,-10.245925,-48.352508
AV. NS 7,-10.248962,-48.352739
AV. NS 7,-10.240043,-48.352556
AV. NS 7,-10.240043,-48.352556
AV. NS 7,-10.238781,-48.352678
AV. NS 7,-10.240887,-48.352807
AV. NS 7,-10.240036,-48.352925
AV. NS 7,-10.239625,-48.352929
AV. NS 7,-10.233332,-48.35298
AV. NS 7,-10.195201,-48.34991
AV. NS 7,-10.192436,-48.349818
AV. NS 7,-10.23375,-48.352607
AV. NS 7,-10.23375,-48.352607
AV. NS 7,-10.232489,-48.352729
AV. NS 7,-10.234594,-48.352858
AV. NS 7,-10.233332,-48.35298
AV. NS 7,-10.227945,-48.352108
AV. NS 7,-10.228878,-48.352716
AV. NS 7,-10.228774,-48.352678
AV. NS 7,-10.222941,-48.349533
AV. NS 7,-10.220904,-48.349333
AV. NS 7,-10.220904,-48.349333
AV. NS 7,-10.222679,-48.349615
AV. NS 7,-10.221308,-48.3497
AV. NS 7,-10.219992,-48.349595
AV. NS 7,-10.215479,-48.349491
AV. NS 7,-10.214164,-48.349387
AV. NS 7,-10.211258,-48.349525
AV. NS 7,-10.214567,-48.349754
AV. NS 7,-10.214156,-48.349757
AV. NS 7,-10.208011,-48.349435
AV. NS 7,-10.2076,-48.349438
AV. NS 7,-10.208846,-48.349688
AV. NS 7,-10.208003,-48.349805
AV. NS 7,-10.204967,-48.349717
AV. NS 7,-10.204344,-48.349582
AV. NS 7,-10.198185,-48.34963
AV. NS 7,-10.201465,-48.34987
AV. NS 7,-10.201052,-48.34987
AV. NS 7,-10.200151,-48.349756
AV. NS 7,-10.196027,-48.349644
AV. NS 7,-10.195209,-48.34954
AV. NS 7,-10.185022,-48.352201
AV. NS 7,-10.189391,-48.350457
AV. NS 7,-10.191814,-48.349823
AV. NS 7,-10.180625,-48.354637
AV. NS 7,-10.182523,-48.352808
AV. NS 7,-10.194798,-48.349544
AV. NS 7,-10.188495,-48.350741
AV. NS 7,-10.191813,-48.349682
AV. NS 7,-10.185671,-48.352196
AV. NS 7,-10.187498,-48.35153
AV. NS 7,-10.185671,-48.352196
AV. NS 7,-10.186494,-48.352222
AV. NS 7,-10.183331,-48.352311
AV. NS 7,-10.181122,-48.354023
AV. NS 7B,-10.24265,-48.350234
AV. NS 7B,-10.236974,-48.349641
AV. NS 7B,-10.233718,-48.349668
AV. NS 7B,-10.230681,-48.349692
AV. NS 7B,-10.23824,-48.349511
AV. NS 7B,-10.23068,-48.349551
AV. NS 7B,-10.228784,-48.35017
AV. NS 7B,-10.230058,-48.349559
AV. NS 7B,-10.228371,-48.350457
AV. NS 8,-10.197277,-48.313659
AV. NS 8,-10.194922,-48.313564
AV. NS 8,-10.19366,-48.313686
AV. NS 8,-10.195766,-48.313815
AV. NS 8,-10.194915,-48.313934
AV. NS 8,-10.194504,-48.313937
AV. NS 8,-10.188466,-48.313614
AV. NS 8,-10.188057,-48.313618
AV. NS 8,-10.191531,-48.31385
AV. NS 8,-10.188431,-48.313989
AV. NS 8,-10.187145,-48.313885
AV. NS 8,-10.182474,-48.313779
AV. NS 8,-10.181141,-48.31367
AV. NS 8,-10.181141,-48.31367
AV. NS 8,-10.181563,-48.314045
AV. NS 8,-10.181151,-48.314044
AV. NS 8,-10.175894,-48.313004
AV. NS 8,-10.175894,-48.313004
AV. NS 8,-10.172819,-48.312378
AV. NS 8,-10.170494,-48.311775
AV. NS 8,-10.168347,-48.311938
AV. NS 8,-10.170483,-48.31215
AV. NS 8,-10.170076,-48.312147
AV. NS 8,-10.165977,-48.311913
AV. NS 8,-10.165568,-48.311929
AV. NS 8,-10.16472,-48.312073
AV. NS 8,-10.166828,-48.312144
AV. NS 8,-10.165571,-48.312303
AV. NS 8,-10.163821,-48.312255
AV. NS 8,-10.161429,-48.312062
AV. NS 8,-10.161083,-48.312075
AV. NS 8,-10.163201,-48.312278
AV. NS 8,-10.161105,-48.312357
AV. NS 9,-10.243327,-48.357207
AV. NS 9,-10.246365,-48.357439
AV. NS 9,-10.246365,-48.357439
AV. NS 9,-10.24505,-48.357335
AV. NS 9,-10.261337,-48.357062
AV. NS 9,-10.214272,-48.355883
AV. NS 9,-10.258522,-48.356971
AV. NS 9,-10.258522,-48.356971
AV. NS 9,-10.258312,-48.356972
AV. NS 9,-10.25811,-48.356974
AV. NS 9,-10.260716,-48.357208
AV. NS 9,-10.258103,-48.357344
AV. NS 9,-10.257286,-48.35724
AV. NS 9,-10.253568,-48.357124
AV. NS 9,-10.252665,-48.357018
AV. NS 9,-10.24962,-48.357158
AV. NS 9,-10.252657,-48.357388
AV. NS 9,-10.252246,-48.357391
AV. NS 9,-10.248998,-48.357162
AV. NS 9,-10.245961,-48.357072
AV. NS 9,-10.240983,-48.357226
AV. NS 9,-10.239668,-48.357123
AV. NS 9,-10.237034,-48.357258
AV. NS 9,-10.240072,-48.357489
AV. NS 9,-10.237035,-48.3574
AV. NS 9,-10.233365,-48.357174
AV. NS 9,-10.194832,-48.353833
AV. NS 9,-10.193981,-48.353952
AV. NS 9,-10.234691,-48.357277
AV. NS 9,-10.233776,-48.35717
AV. NS 9,-10.23379,-48.35754
AV. NS 9,-10.233377,-48.357543
AV. NS 9,-10.228328,-48.357098
AV. NS 9,-10.227928,-48.357015
AV. NS 9,-10.227086,-48.35689
AV. NS 9,-10.224889,-48.356222
AV. NS 9,-10.227841,-48.357374
AV. NS 9,-10.227067,-48.357038
AV. NS 9,-10.222506,-48.355495
AV. NS 9,-10.224872,-48.356365
AV. NS 9,-10.220737,-48.354871
AV. NS 9,-10.220292,-48.354831
AV. NS 9,-10.218137,-48.354948
AV. NS 9,-10.22187,-48.355449
AV. NS 9,-10.218137,-48.35509
AV. NS 9,-10.217515,-48.354951
AV. NS 9,-10.214555,-48.355399
AV. NS 9,-10.213394,-48.35591
AV. NS 9,-10.217516,-48.355093
AV. NS 9,-10.214662,-48.355751
AV. NS 9,-10.21069,-48.356334
AV. NS 9,-10.20761,-48.356057
AV. NS 9,-10.206714,-48.355745
AV. NS 9,-10.209305,-48.356153
AV. NS 9,-10.208096,-48.355782
AV. NS 9,-10.207693,-48.355697
AV. NS 9,-10.204391,-48.355513
AV. NS 9,-10.20228,-48.355128
AV. NS 9,-10.201571,-48.354701
AV. NS 9,-10.198219,-48.35392
AV. NS 9,-10.204392,-48.355655
AV. NS 9,-10.20104,-48.354873
AV. NS 9,-10.199094,-48.354063
AV. NS 9,-10.190536,-48.354054
AV. NS 9,-10.196061,-48.353933
AV. NS 9,-10.196086,-48.354081
AV. NS 9,-10.194824,-48.354203
AV. NS 9,-10.19247,-48.354108
AV. NS 9,-10.188194,-48.354891
AV. NS 9,-10.185875,-48.355841
AV. NS 9,-10.189446,-48.354634
AV. NS 9,-10.191848,-48.354113
AV. NS 9,-10.185052,-48.355993
AV. NS-15 ( Avenida Parqu,-10.279283,-48.323698
AV. NS-15 ( Avenida Parqu,-10.28052,-48.319195
AV. NS-15 ( Avenida Parqu,-10.279327,-48.329175
AV. NS-15 ( Avenida Parqu,-10.279219,-48.332607
AV. NS-15 ( Avenida Parqu,-10.279223,-48.333146
AV. NS-15 ( Avenida Parqu,-10.28057,-48.31508
AV. NS-15 ( Avenida Parqu,-10.26663,-48.350301
AV. NS-15 ( Avenida Parqu,-10.264177,-48.35156
AV. NS-15 ( Avenida Parqu,-10.263237,-48.353906
AV. NS-15 ( Avenida Parqu,-10.263243,-48.355291
AV. NS-15 ( Avenida Parqu,-10.261989,-48.365696
AV. NS-15 ( Avenida Parqu,-10.263087,-48.363669
AV. NS-15 ( Avenida Parqu,-10.26326,-48.357431
AV. NS-15 ( Avenida Parqu,-10.255995,-48.367535
AV. NS-15 ( Avenida Parqu,-10.260444,-48.366919
AV. NS-15 ( Avenida Parqu,-10.249702,-48.367586
AV. NS-15 ( Avenida Parqu,-10.242787,-48.367641
AV. NS-15 ( Avenida Parqu,-10.236775,-48.366625
AV. NS-15 ( Avenida Parqu,-10.235018,-48.366224
AV. NS-15 ( Avenida Parqu,-10.231639,-48.36707
AV. NS-15 ( Avenida Parqu,-10.229023,-48.368046
AV. NS-15 ( Avenida Parqu,-10.227944,-48.368238
AV. NS-15 ( Avenida Parqu,-10.22489,-48.366869
AV. NS-15 ( Avenida Parqu,-10.223139,-48.365582
AV. NS-15 ( Avenida Parqu,-10.221996,-48.364742
AV. NS-15 ( Avenida Parqu,-10.220556,-48.364312
AV. NS-15 ( Avenida Parqu,-10.214328,-48.364916
AV. NS-15 ( Avenida Parqu,-10.214098,-48.364905
AV. NS-15 ( Avenida Parqu,-10.212386,-48.364633
AV. NS-15 ( Avenida Parqu,-10.207452,-48.362508
AV. NS-15 ( Avenida Parqu,-10.198261,-48.359328
AV. NS-15 ( Avenida Parqu,-10.201882,-48.359942
AV. NS-15 ( Avenida Parqu,-10.183879,-48.359418
AV. NS-15 ( Avenida Parqu,-10.182405,-48.358598
AV. NS-15 ( Avenida Parqu,-10.180569,-48.354988
AV. NS-15 ( Avenida Parqu,-10.168674,-48.351333
AV. NS-15 ( Avenida Parqu,-10.167524,-48.352637
AV. NS-15 ( Avenida Parqu,-10.152547,-48.344081
AV. NS-15 ( Avenida Parqu,-10.227818,-48.368516
AV. NS-15 ( Avenida Parqu,-10.22595,-48.367974
AV. NS-15 ( Avenida Parqu,-10.221443,-48.364726
AV. NS-15 ( Avenida Parqu,-10.218441,-48.364649
AV. NS-15 ( Avenida Parqu,-10.212317,-48.364902
AV. NS-15 ( Avenida Parqu,-10.21783,-48.364758
AV. NS-15 ( Avenida Parqu,-10.191889,-48.359379
AV. NS-15 ( Avenida Parqu,-10.179445,-48.353641
AV. NS-15 ( Avenida Parqu,-10.17845,-48.352757
AV. NS-15 ( Avenida Parqu,-10.176,-48.351341
AV. NS-15 ( Avenida Parqu,-10.172312,-48.350591
AV. NS-15 ( Avenida Parqu,-10.162691,-48.355403
AV. NS-15 ( Avenida Parqu,-10.164726,-48.355186
AV. NS-15 ( Avenida Parqu,-10.167524,-48.352637
AV. NS-15 ( Avenida Parqu,-10.15898,-48.315128
AV. NS-15 ( Avenida Parqu,-10.162087,-48.355279
AV. NS-15 ( Avenida Parqu,-10.158872,-48.35271
AV. NS-15 ( Avenida Parqu,-10.158714,-48.352533
AV. NS-15 ( Avenida Parqu,-10.156531,-48.349987
AV. NS-15 ( Avenida Parqu,-10.156505,-48.318849
AV. NS-15 ( Avenida Parqu,-10.155504,-48.320074
AV. NS-15 ( Avenida Parqu,-10.156386,-48.349796
AV. NS-15 ( Avenida Parqu,-10.156386,-48.349796
AV. NS-15 ( Avenida Parqu,-10.153191,-48.322587
AV. NS-15 ( Avenida Parqu,-10.151316,-48.325096
AV. NS-15 ( Avenida Parqu,-10.150405,-48.326806
AV. NS-15 ( Avenida Parqu,-10.151126,-48.341889
AV. NS-15 ( Avenida Parqu,-10.15035,-48.340375
AV. NS-15 ( Avenida Parqu,-10.150195,-48.34002
AV. NS-15 ( Avenida Parqu,-10.149085,-48.33604
AV. NS-15 ( Avenida Parqu,-10.149242,-48.330368
AV. NS-15 ( Avenida Parqu,-10.148954,-48.332459
AV. NS-15 ( Avenida Parqu,-10.149085,-48.33604
AV. NS-15 ( Avenida Parqu,-10.280528,-48.302217
AV. NS-15 ( Avenida Parqu,-10.27977,-48.333141
AV. NS-15 ( Avenida Parqu,-10.280253,-48.302372
AV. NS-15 ( Avenida Parqu,-10.27957,-48.323075
AV. NS-15 ( Avenida Parqu,-10.280868,-48.317922
AV. NS-15 ( Avenida Parqu,-10.279608,-48.329801
AV. NS-15 ( Avenida Parqu,-10.279657,-48.335946
AV. NS-15 ( Avenida Parqu,-10.263752,-48.352785
AV. NS-15 ( Avenida Parqu,-10.265659,-48.350828
AV. NS-15 ( Avenida Parqu,-10.262188,-48.365889
AV. NS-15 ( Avenida Parqu,-10.2635,-48.36309
AV. NS-15 ( Avenida Parqu,-10.261749,-48.366339
AV. NS-15 ( Avenida Parqu,-10.258244,-48.367792
AV. NS-15 ( Avenida Parqu,-10.249704,-48.367864
AV. NS-15 ( Avenida Parqu,-10.24279,-48.36792
AV. NS-15 ( Avenida Parqu,-10.236708,-48.366895
