"collected_at","id","name","fromName","toName","jamLevel","length_m","time_s","historicTime_s","delay_s","type","lat","lon"
"2026-08-21T16:15:39","0","TO-080,Palmas","Palmas","Luzimangues (Porto Nacional)","2","8089","1207","698","509","DYNAMIC","-10.185632","-48.419569"
"2026-08-21T18:47:43","0","TO-080,Palmas","Palmas","Luzimangues (Porto Nacional)","3","8089","1703","922","781","DYNAMIC","-10.185632","-48.419569"
"2026-08-21T19:14:53","0","TO-080,Palmas","Palmas","Luzimangues (Porto Nacional)","3","8089","1506","930","576","DYNAMIC","-10.185632","-48.419569"
"2026-08-21T19:36:45","0","TO-080,Luzimangues (Porto Nacional)","Luzimangues (Porto Nacional)","Palmas","4","3676","1203","356","847","DYNAMIC","-10.185772","-48.429246"
"2026-08-21T20:31:11","0","TO-080,Palmas","Palmas","Luzimangues (Porto Nacional)","3","8089","1313","798","515","DYNAMIC","-10.185632","-48.419569"
"2026-08-21T20:31:11","1","TO-080,Luzimangues (Porto Nacional)","Luzimangues (Porto Nacional)","Palmas","3","3125","836","221","615","DYNAMIC","-10.185775","-48.429666"
"2026-08-21T20:51:18","1","TO-080,Luzimangues (Porto Nacional)","Luzimangues (Porto Nacional)","Palmas","4","3125","2857","175","2682","DYNAMIC","-10.185775","-48.429666"
"2026-08-21T20:51:18","0","TO-080,Palmas","Palmas","Luzimangues (Porto Nacional)","3","4963","1352","358","994","DYNAMIC","-10.185764","-48.428266"
"2026-08-21T21:09:40","0","TO-080,Palmas","Palmas","Luzimangues (Porto Nacional)","4","4779","2348","306","2042","DYNAMIC","-10.185765","-48.428406"
"2026-08-21T21:35:13","0","TO-080,Palmas","Palmas","Luzimangues (Porto Nacional)","2","8089","945","461","484","DYNAMIC","-10.185632","-48.419569"
"2026-08-21T21:53:30","0","TO-080,Palmas","Palmas","Luzimangues (Porto Nacional)","2","4779","701","272","429","DYNAMIC","-10.185765","-48.428406"
"2026-08-22T07:53:20","0","Area de Ciclismo","","","5","1119","0","0",,"STATIC","-10.213941","-48.364657"
"2026-08-22T07:53:20","1","Area de Ciclismo","","","5","983","0","0",,"STATIC","-10.210282","-48.363646"
"2026-08-22T07:53:20","2","Area de Ciclismo","","","5","1583","0","0",,"STATIC","-10.207318","-48.362764"
"2026-08-22T08:12:36","0","Area de Ciclismo","","","5","1119","0","0",,"STATIC","-10.213941","-48.364657"
"2026-08-22T08:12:36","1","Area de Ciclismo","","","5","983","0","0",,"STATIC","-10.210282","-48.363646"
"2026-08-22T08:12:36","2","Area de Ciclismo","","","5","1583","0","0",,"STATIC","-10.207318","-48.362764"
"2026-08-22T08:45:47","0","Area de Ciclismo","","","5","1119","0","0",,"STATIC","-10.213941","-48.364657"
"2026-08-22T08:45:47","1","Area de Ciclismo","","","5","983","0","0",,"STATIC","-10.210282","-48.363646"
"2026-08-22T08:45:47","2","Area de Ciclismo","","","5","1583","0","0",,"STATIC","-10.207318","-48.362764"
"2026-08-22T09:03:43","0","Area de Ciclismo","","","5","1119","0","0",,"STATIC","-10.213941","-48.364657"
"2026-08-22T09:03:43","1","Area de Ciclismo","","","5","983","0","0",,"STATIC","-10.210282","-48.363646"
"2026-08-22T09:03:43","2","Area de Ciclismo","","","5","1583","0","0",,"STATIC","-10.207318","-48.362764"
"2026-08-22T09:34:57","0","Area de Ciclismo","","","5","1119","0","0",,"STATIC","-10.213941","-48.364657"
"2026-08-22T09:34:57","1","Area de Ciclismo","","","5","983","0","0",,"STATIC","-10.210282","-48.363646"
"2026-08-22T09:34:57","2","Area de Ciclismo","","","5","1583","0","0",,"STATIC","-10.207318","-48.362764"
"2026-08-22T09:53:45","0","Area de Ciclismo","","","5","1119","0","0",,"STATIC","-10.213941","-48.364657"
"2026-08-22T09:53:45","1","Area de Ciclismo","","","5","983","0","0",,"STATIC","-10.210282","-48.363646"
"2026-08-22T09:53:45","2","Area de Ciclismo","","","5","1583","0","0",,"STATIC","-10.207318","-48.362764"
"2026-08-22T12:28:20","0","TO-080,Luzimangues (Porto Nacional)","Luzimangues (Porto Nacional)","Palmas","3","2757","799","240","559","DYNAMIC","-10.185777","-48.429946"
"2026-08-22T14:52:04","0","TO-080,Palmas","Palmas","Luzimangues (Porto Nacional)","3","3676","697","272","425","DYNAMIC","-10.185772","-48.429246"
"2026-08-22T16:54:26","0","TO-080,Luzimangues (Porto Nacional)","Luzimangues (Porto Nacional)","Palmas","3","3125","699","240","459","DYNAMIC","-10.185775","-48.429666"
"2026-08-22T17:08:25","0","TO-080,Luzimangues (Porto Nacional)","Luzimangues (Porto Nacional)","Palmas","3","2206","691","169","522","DYNAMIC","-10.185833","-48.43166"
"2026-08-22T22:02:37","0","Corrida de rua","","","5","3475","0","0",,"STATIC","-10.170091","-48.350666"
"2026-08-22T22:02:37","1","Corrida de rua","","","5","1478","0","0",,"STATIC","-10.184483","-48.352288"
"2026-08-22T22:28:38","0","Palmas","","","3","2985","571","135","436","DYNAMIC","-10.310503","-48.340102"
"2026-08-22T22:28:38","0","Corrida de rua","","","5","3475","0","0",,"STATIC","-10.170091","-48.350666"
"2026-08-22T22:28:38","1","Corrida de rua","","","5","1478","0","0",,"STATIC","-10.184483","-48.352288"
"2026-08-22T22:46:52","0","Palmas","","","4","3359","1022","148","874","DYNAMIC","-10.308594","-48.343078"
"2026-08-22T22:46:52","0","Corrida de rua","","","5","3475","0","0",,"STATIC","-10.170091","-48.350666"
"2026-08-22T22:46:52","1","Corrida de rua","","","5","1478","0","0",,"STATIC","-10.184483","-48.352288"
"2026-08-22T22:59:55","0","Corrida de rua","","","5","3475","0","0",,"STATIC","-10.170091","-48.350666"
"2026-08-22T22:59:55","1","Corrida de rua","","","5","1478","0","0",,"STATIC","-10.184483","-48.352288"
"2026-08-22T23:19:36","0","Corrida de rua","","","5","3475","0","0",,"STATIC","-10.170091","-48.350666"
"2026-08-22T23:19:36","1","Corrida de rua","","","5","1478","0","0",,"STATIC","-10.184483","-48.352288"
"2026-08-24T11:03:44","0","Av. Tocantins,Palmas","","","4","774","623","139","484","DYNAMIC","-10.331791","-48.296805"
"2026-08-24T11:57:08","0","TO-080,Palmas","Palmas","Luzimangues (Porto Nacional)","3","6985","1357","761","596","DYNAMIC","-10.185128","-48.402926"
"2026-08-24T12:30:37","0","TO-080,Luzimangues (Porto Nacional)","Luzimangues (Porto Nacional)","Palmas","4","3125","1079","281","798","DYNAMIC","-10.185775","-48.429666"
"2026-08-24T21:05:53","0","TO-080,Palmas","Palmas","Luzimangues (Porto Nacional)","3","3860","666","220","446","DYNAMIC","-10.18577","-48.429106"
"2026-08-24T21:37:52","1","ACSU-SO 70 Rua NS-A,Palmas","","Av. LO-19","3","655","700","155","545","DYNAMIC","-10.227105","-48.334592"
"2026-08-24T21:37:52","0","Av. Tocantins,Palmas","","","4","557","576","101","475","DYNAMIC","-10.331309","-48.296957"
"2026-08-25T08:06:02","0","Area de Ciclismo","","","5","1119","0","0",,"STATIC","-10.210994","-48.36245"
"2026-08-25T08:06:02","1","Area de Ciclismo","","","5","983","0","0",,"STATIC","-10.210817","-48.362524"
"2026-08-25T08:06:02","2","Area de Ciclismo","","","5","1583","0","0",,"STATIC","-10.207318","-48.362764"
"2026-08-25T08:53:38","0","Area de Ciclismo","","","5","1119","0","0",,"STATIC","-10.210994","-48.36245"
"2026-08-25T08:53:38","1","Area de Ciclismo","","","5","983","0","0",,"STATIC","-10.210817","-48.362524"
"2026-08-25T08:53:38","2","Area de Ciclismo","","","5","1583","0","0",,"STATIC","-10.207318","-48.362764"
"2026-08-25T09:21:30","0","Area de Ciclismo","","","5","1119","0","0",,"STATIC","-10.210994","-48.36245"
"2026-08-25T09:21:30","1","Area de Ciclismo","","","5","983","0","0",,"STATIC","-10.210817","-48.362524"
"2026-08-25T09:21:30","2","Area de Ciclismo","","","5","1583","0","0",,"STATIC","-10.207318","-48.362764"
"2026-08-25T09:54:57","0","Area de Ciclismo","","","5","1119","0","0",,"STATIC","-10.210994","-48.36245"
"2026-08-25T09:54:57","1","Area de Ciclismo","","","5","983","0","0",,"STATIC","-10.210817","-48.362524"
"2026-08-25T09:54:57","2","Area de Ciclismo","","","5","1583","0","0",,"STATIC","-10.207318","-48.362764"
"2026-08-25T11:12:52","0","Av. Siqueira Campos,Palmas","","Av. Parque","3","2841","680","203","477","DYNAMIC","-10.292768","-48.330459"
"2026-08-25T19:06:50","0","TO-080,Palmas","Palmas","Luzimangues (Porto Nacional)","3","8089","1294","703","591","DYNAMIC","-10.185632","-48.419569"
"2026-08-25T20:51:00","0","TO-080,Palmas","Palmas","Luzimangues (Porto Nacional)","3","3676","660","224","436","DYNAMIC","-10.185772","-48.429246"
"2026-08-26T11:43:35","0","TO-080,Luzimangues (Porto Nacional)","Luzimangues (Porto Nacional)","Palmas","4","3125","1175","259","916","DYNAMIC","-10.185775","-48.429666"
"2026-08-26T16:53:46","0","TO-080,Palmas","Palmas","Luzimangues (Porto Nacional)","4","3676","1189","363","826","DYNAMIC","-10.185772","-48.429246"
"2026-08-27T08:16:22","0","Area de Ciclismo","","","5","3729","0","0",,"STATIC","-10.210252","-48.364385"
"2026-08-27T19:04:50","0","TO-080,Palmas","Palmas","Luzimangues (Porto Nacional)","3","6618","1718","714","1004","DYNAMIC","-10.185693","-48.423778"
"2026-08-29T21:54:23","0","Fla corrida de rua","","","5","2174","0","0",,"STATIC","-10.198936","-48.307045"
"2026-08-30T01:37:15","0","Av. LO-27,Palmas","","","4","670","498","67","431","DYNAMIC","-10.255386","-48.339619"
"2026-09-03T21:44:20","0","FGT 2026","","","5","1759","0","0",,"STATIC","-10.315386","-48.153907"
"2026-09-03T23:31:35","0","FGT 2026","","","5","1759","0","0",,"STATIC","-10.31554","-48.154913"
"2026-09-04T01:12:06","0","FGT 2026","","","5","1759","0","0",,"STATIC","-10.31554","-48.154913"
"2026-09-04T05:51:20","0","FGT 2026","","","5","1759","0","0",,"STATIC","-10.31554","-48.154913"
"2026-09-04T13:57:15","0","TO-080,Palmas","Palmas","Luzimangues (Porto Nacional)","3","3125","793","271","522","DYNAMIC","-10.185775","-48.429666"
"2026-09-04T21:46:00","0","BR-010,Palmas","","","4","530","709","88","621","DYNAMIC","-10.330555","-48.298252"
"2026-09-04T21:46:00","0","FGT 2026","","","5","1759","0","0",,"STATIC","-10.314848","-48.153908"
"2026-09-04T23:21:01","0","FGT 2026","","","5","1759","0","0",,"STATIC","-10.314848","-48.153908"
"2026-09-05T01:04:29","0","FGT 2026","","","5","1759","0","0",,"STATIC","-10.314848","-48.153908"
"2026-09-05T05:34:41","0","FGT 2026","","","5","1759","0","0",,"STATIC","-10.314848","-48.153908"
"2026-09-05T09:16:24","0","Area de Ciclismo","","","5","1119","0","0",,"STATIC","-10.210994","-48.36245"
"2026-09-05T09:16:24","1","Area de Ciclismo","","","5","1583","0","0",,"STATIC","-10.210252","-48.364385"
"2026-09-05T09:16:24","2","Area de Ciclismo","","","5","983","0","0",,"STATIC","-10.208164","-48.362847"
"2026-09-05T21:18:16","0","FGT 2026","","","5","1945","0","0",,"STATIC","-10.314748","-48.157622"
"2026-09-05T22:56:43","0","TO-030,Palmas","Palmas","Palmas","2","12473","1196","607","589","DYNAMIC","-10.31258","-48.202614"
"2026-09-05T22:56:43","0","FGT 2026","","","5","1945","0","0",,"STATIC","-10.314748","-48.157622"
